id_nb,name,type_1,type_2,link,data_species,data_height,data_weight,data_abilities,training_catch_rate,training_base_exp,training_growth_rate, breeding_gender, breeding_gender,stats_hp,stats_attack,stats_defense, stats_sp_atk,stats_sp_def,    stats_speed,stats_total
#0487,Giratina,Ghost,Dragon,/pokedex/giratina,Renegade Pokémon,4.5,750,Pressure,3,340,Slow,Genderless,150,100,120,100,120,90,680,
#0488,Cresselia,Psychic,Nan,/pokedex/cresselia,Lunar Pokémon,1.5,85.6,Levitate,3,290,Slow,0% male, 100% female,120,70,110,75,120,85,580
#0489,Phione,Water,Nan,/pokedex/phione,Sea Drifter Pokémon,0.4,3.1,Hydration,30,216,Slow,Genderless,80,80,80,80,80,80,480,
#0490,Manaphy,Water,Nan,/pokedex/manaphy,Seafaring Pokémon,0.3,1.4,Hydration,3,270,Slow,Genderless,100,100,100,100,100,100,600,
#0491,Darkrai,Dark,Nan,/pokedex/darkrai,Pitch-Black Pokémon,1.5,50.5,Bad Dreams,3,270,Slow,Genderless,70,90,90,135,90,125,600,
#0492,Shaymin,Grass,Nan,/pokedex/shaymin,Gratitude Pokémon,0.2,2.1,Natural Cure,45,270,Medium Slow,Genderless,100,100,100,100,100,100,600,
#0493,Arceus,Normal,Nan,/pokedex/arceus,Alpha Pokémon,3.2,320,Multitype,3,360,Slow,Genderless,120,120,120,120,120,120,720,
#0494,Victini,Psychic,Fire,/pokedex/victini,Victory Pokémon,0.4,4,Victory Star,3,270,Slow,Genderless,100,100,100,100,100,100,600,
#0495,Snivy,Grass,Nan,/pokedex/snivy,Grass Snake Pokémon,0.6,8.1,Overgrow,45,62,Medium Slow,87.5% male, 12.5% female,45,45,55,45,55,63,308
#0496,Servine,Grass,Nan,/pokedex/servine,Grass Snake Pokémon,0.8,16,Overgrow,45,145,Medium Slow,87.5% male, 12.5% female,60,60,75,60,75,83,413
#0497,Serperior,Grass,Nan,/pokedex/serperior,Regal Pokémon,3.3,63,Overgrow,45,238,Medium Slow,87.5% male, 12.5% female,75,75,95,75,95,113,528
#0498,Tepig,Fire,Nan,/pokedex/tepig,Fire Pig Pokémon,0.5,9.9,Blaze,45,62,Medium Slow,87.5% male, 12.5% female,65,63,45,45,45,45,308
#0499,Pignite,Fire,Fighting,/pokedex/pignite,Fire Pig Pokémon,1,55.5,Blaze,45,146,Medium Slow,87.5% male, 12.5% female,90,93,55,70,55,55,418
#0500,Emboar,Fire,Fighting,/pokedex/emboar,Mega Fire Pig Pokémon,1.6,150,Blaze,45,238,Medium Slow,87.5% male, 12.5% female,110,123,65,100,65,65,528
#0501,Oshawott,Water,Nan,/pokedex/oshawott,Sea Otter Pokémon,0.5,5.9,Torrent,45,62,Medium Slow,87.5% male, 12.5% female,55,55,45,63,45,45,308
#0502,Dewott,Water,Nan,/pokedex/dewott,Discipline Pokémon,0.8,24.5,Torrent,45,145,Medium Slow,87.5% male, 12.5% female,75,75,60,83,60,60,413
#0503,Samurott,Water,Nan,/pokedex/samurott,Formidable Pokémon,1.5,94.6,Torrent,45,264,Medium Slow,87.5% male, 12.5% female,95,100,85,108,70,70,528
#0504,Patrat,Normal,Nan,/pokedex/patrat,Scout Pokémon,0.5,11.6,Run Away,255,51,Medium Fast,50% male, 50% female,45,55,39,35,39,42,255
#0505,Watchog,Normal,Nan,/pokedex/watchog,Lookout Pokémon,1.1,27,Illuminate,255,147,Medium Fast,50% male, 50% female,60,85,69,60,69,77,420
#0506,Lillipup,Normal,Nan,/pokedex/lillipup,Puppy Pokémon,0.4,4.1,Vital Spirit,255,55,Medium Slow,50% male, 50% female,45,60,45,25,45,55,275
#0507,Herdier,Normal,Nan,/pokedex/herdier,Loyal Dog Pokémon,0.9,14.7,Intimidate,120,130,Medium Slow,50% male, 50% female,65,80,65,35,65,60,370
#0508,Stoutland,Normal,Nan,/pokedex/stoutland,Big-Hearted Pokémon,1.2,61,Intimidate,45,225,Medium Slow,50% male, 50% female,85,110,90,45,90,80,500
#0509,Purrloin,Dark,Nan,/pokedex/purrloin,Devious Pokémon,0.4,10.1,Limber,255,56,Medium Fast,50% male, 50% female,41,50,37,50,37,66,281
#0510,Liepard,Dark,Nan,/pokedex/liepard,Cruel Pokémon,1.1,37.5,Limber,90,156,Medium Fast,50% male, 50% female,64,88,50,88,50,106,446
#0511,Pansage,Grass,Nan,/pokedex/pansage,Grass Monkey Pokémon,0.6,10.5,Gluttony,190,63,Medium Fast,87.5% male, 12.5% female,50,53,48,53,48,64,316
#0512,Simisage,Grass,Nan,/pokedex/simisage,Thorn Monkey Pokémon,1.1,30.5,Gluttony,75,174,Medium Fast,87.5% male, 12.5% female,75,98,63,98,63,101,498
#0513,Pansear,Fire,Nan,/pokedex/pansear,High Temp Pokémon,0.6,11,Gluttony,190,63,Medium Fast,87.5% male, 12.5% female,50,53,48,53,48,64,316
#0514,Simisear,Fire,Nan,/pokedex/simisear,Ember Pokémon,1,28,Gluttony,75,174,Medium Fast,87.5% male, 12.5% female,75,98,63,98,63,101,498
#0515,Panpour,Water,Nan,/pokedex/panpour,Spray Pokémon,0.6,13.5,Gluttony,190,63,Medium Fast,87.5% male, 12.5% female,50,53,48,53,48,64,316
#0516,Simipour,Water,Nan,/pokedex/simipour,Geyser Pokémon,1,29,Gluttony,75,174,Medium Fast,87.5% male, 12.5% female,75,98,63,98,63,101,498
#0517,Munna,Psychic,Nan,/pokedex/munna,Dream Eater Pokémon,0.6,23.3,Forewarn,190,58,Fast,50% male, 50% female,76,25,45,67,55,24,292
#0518,Musharna,Psychic,Nan,/pokedex/musharna,Drowsing Pokémon,1.1,60.5,Forewarn,75,170,Fast,50% male, 50% female,116,55,85,107,95,29,487
#0519,Pidove,Normal,Flying,/pokedex/pidove,Tiny Pigeon Pokémon,0.3,2.1,Big Pecks,255,53,Medium Slow,50% male, 50% female,50,55,50,36,30,43,264
#0520,Tranquill,Normal,Flying,/pokedex/tranquill,Wild Pigeon Pokémon,0.6,15,Big Pecks,120,125,Medium Slow,50% male, 50% female,62,77,62,50,42,65,358
#0521,Unfezant,Normal,Flying,/pokedex/unfezant,Proud Pokémon,1.2,29,Big Pecks,45,220,Medium Slow,50% male, 50% female,80,115,80,65,55,93,488
#0522,Blitzle,Electric,Nan,/pokedex/blitzle,Electrified Pokémon,0.8,29.8,Lightning Rod,190,59,Medium Fast,50% male, 50% female,45,60,32,50,32,76,295
#0523,Zebstrika,Electric,Nan,/pokedex/zebstrika,Thunderbolt Pokémon,1.6,79.5,Lightning Rod,75,174,Medium Fast,50% male, 50% female,75,100,63,80,63,116,497
#0524,Roggenrola,Rock,Nan,/pokedex/roggenrola,Mantle Pokémon,0.4,18,Sturdy,255,56,Medium Slow,50% male, 50% female,55,75,85,25,25,15,280
#0525,Boldore,Rock,Nan,/pokedex/boldore,Ore Pokémon,0.9,102,Sturdy,120,137,Medium Slow,50% male, 50% female,70,105,105,50,40,20,390
#0526,Gigalith,Rock,Nan,/pokedex/gigalith,Compressed Pokémon,1.7,260,Sturdy,45,232,Medium Slow,50% male, 50% female,85,135,130,60,80,25,515
#0527,Woobat,Psychic,Flying,/pokedex/woobat,Bat Pokémon,0.4,2.1,Unaware,190,65,Medium Fast,50% male, 50% female,65,45,43,55,43,72,323
#0528,Swoobat,Psychic,Flying,/pokedex/swoobat,Courting Pokémon,0.9,10.5,Unaware,45,149,Medium Fast,50% male, 50% female,67,57,55,77,55,114,425
#0529,Drilbur,Ground,Nan,/pokedex/drilbur,Mole Pokémon,0.3,8.5,Sand Rush,120,66,Medium Fast,50% male, 50% female,60,85,40,30,45,68,328
#0530,Excadrill,Ground,Steel,/pokedex/excadrill,Subterrene Pokémon,0.7,40.4,Sand Rush,60,178,Medium Fast,50% male, 50% female,110,135,60,50,65,88,508
#0531,Audino,Normal,Nan,/pokedex/audino,Hearing Pokémon,1.1,31,Healer,255,390,Fast,50% male, 50% female,103,60,86,60,86,50,445
#0532,Timburr,Fighting,Nan,/pokedex/timburr,Muscular Pokémon,0.6,12.5,Guts,180,61,Medium Slow,75% male, 25% female,75,80,55,25,35,35,305
#0533,Gurdurr,Fighting,Nan,/pokedex/gurdurr,Muscular Pokémon,1.2,40,Guts,90,142,Medium Slow,75% male, 25% female,85,105,85,40,50,40,405
#0534,Conkeldurr,Fighting,Nan,/pokedex/conkeldurr,Muscular Pokémon,1.4,87,Guts,45,227,Medium Slow,75% male, 25% female,105,140,95,55,65,45,505
#0535,Tympole,Water,Nan,/pokedex/tympole,Tadpole Pokémon,0.5,4.5,Swift Swim,255,59,Medium Slow,50% male, 50% female,50,50,40,50,40,64,294
#0536,Palpitoad,Water,Ground,/pokedex/palpitoad,Vibration Pokémon,0.8,17,Swift Swim,120,134,Medium Slow,50% male, 50% female,75,65,55,65,55,69,384
#0537,Seismitoad,Water,Ground,/pokedex/seismitoad,Vibration Pokémon,1.5,62,Swift Swim,45,229,Medium Slow,50% male, 50% female,105,95,75,85,75,74,509
#0538,Throh,Fighting,Nan,/pokedex/throh,Judo Pokémon,1.3,55.5,Guts,45,163,Medium Fast,100% male, 0% female,120,100,85,30,85,45,465
#0539,Sawk,Fighting,Nan,/pokedex/sawk,Karate Pokémon,1.4,51,Sturdy,45,163,Medium Fast,100% male, 0% female,75,125,75,30,75,85,465
#0540,Sewaddle,Bug,Grass,/pokedex/sewaddle,Sewing Pokémon,0.3,2.5,Swarm,255,62,Medium Slow,50% male, 50% female,45,53,70,40,60,42,310
#0541,Swadloon,Bug,Grass,/pokedex/swadloon,Leaf-Wrapped Pokémon,0.5,7.3,Leaf Guard,120,133,Medium Slow,50% male, 50% female,55,63,90,50,80,42,380
#0542,Leavanny,Bug,Grass,/pokedex/leavanny,Nurturing Pokémon,1.2,20.5,Swarm,45,225,Medium Slow,50% male, 50% female,75,103,80,70,80,92,500
#0543,Venipede,Bug,Poison,/pokedex/venipede,Centipede Pokémon,0.4,5.3,Poison Point,255,52,Medium Slow,50% male, 50% female,30,45,59,30,39,57,260
#0544,Whirlipede,Bug,Poison,/pokedex/whirlipede,Curlipede Pokémon,1.2,58.5,Poison Point,120,126,Medium Slow,50% male, 50% female,40,55,99,40,79,47,360
#0545,Scolipede,Bug,Poison,/pokedex/scolipede,Megapede Pokémon,2.5,200.5,Poison Point,45,218,Medium Slow,50% male, 50% female,60,100,89,55,69,112,485
#0546,Cottonee,Grass,Fairy,/pokedex/cottonee,Cotton Puff Pokémon,0.3,0.6,Prankster,190,56,Medium Fast,50% male, 50% female,40,27,60,37,50,66,280
#0547,Whimsicott,Grass,Fairy,/pokedex/whimsicott,Windveiled Pokémon,0.7,6.6,Prankster,75,168,Medium Fast,50% male, 50% female,60,67,85,77,75,116,480
#0548,Petilil,Grass,Nan,/pokedex/petilil,Bulb Pokémon,0.5,6.6,Chlorophyll,190,56,Medium Fast,0% male, 100% female,45,35,50,70,50,30,280
#0549,Lilligant,Grass,Nan,/pokedex/lilligant,Flowering Pokémon,1.1,16.3,Chlorophyll,75,168,Medium Fast,0% male, 100% female,70,60,75,110,75,90,480
#0550,Basculin,Water,Nan,/pokedex/basculin,Hostile Pokémon,1,18,Reckless,25,161,Medium Fast,50% male, 50% female,70,92,65,80,55,98,460
#0551,Sandile,Ground,Dark,/pokedex/sandile,Desert Croc Pokémon,0.7,15.2,Intimidate,180,58,Medium Slow,50% male, 50% female,50,72,35,35,35,65,292
#0552,Krokorok,Ground,Dark,/pokedex/krokorok,Desert Croc Pokémon,1,33.4,Intimidate,90,123,Medium Slow,50% male, 50% female,60,82,45,45,45,74,351
#0553,Krookodile,Ground,Dark,/pokedex/krookodile,Intimidation Pokémon,1.5,96.3,Intimidate,45,260,Medium Slow,50% male, 50% female,95,117,80,65,70,92,519
#0554,Darumaka,Fire,Nan,/pokedex/darumaka,Zen Charm Pokémon,0.6,37.5,Hustle,120,63,Medium Slow,50% male, 50% female,70,90,45,15,45,50,315
#0555,Darmanitan,Fire,Nan,/pokedex/darmanitan,Blazing Pokémon,1.3,92.9,Sheer Force,60,168,Medium Slow,50% male, 50% female,105,140,55,30,55,95,480
#0556,Maractus,Grass,Nan,/pokedex/maractus,Cactus Pokémon,1,28,Water Absorb,255,161,Medium Fast,50% male, 50% female,75,86,67,106,67,60,461
#0557,Dwebble,Bug,Rock,/pokedex/dwebble,Rock Inn Pokémon,0.3,14.5,Sturdy,190,65,Medium Fast,50% male, 50% female,50,65,85,35,35,55,325
#0558,Crustle,Bug,Rock,/pokedex/crustle,Stone Home Pokémon,1.4,200,Sturdy,75,170,Medium Fast,50% male, 50% female,70,105,125,65,75,45,485
#0559,Scraggy,Dark,Fighting,/pokedex/scraggy,Shedding Pokémon,0.6,11.8,Shed Skin,180,70,Medium Fast,50% male, 50% female,50,75,70,35,70,48,348
#0560,Scrafty,Dark,Fighting,/pokedex/scrafty,Hoodlum Pokémon,1.1,30,Shed Skin,90,171,Medium Fast,50% male, 50% female,65,90,115,45,115,58,488
#0561,Sigilyph,Psychic,Flying,/pokedex/sigilyph,Avianoid Pokémon,1.4,14,Wonder Skin,45,172,Medium Fast,50% male, 50% female,72,58,80,103,80,97,490
#0562,Yamask,Ghost,Nan,/pokedex/yamask,Spirit Pokémon,0.5,1.5,Mummy,190,61,Medium Fast,50% male, 50% female,38,30,85,55,65,30,303
#0563,Cofagrigus,Ghost,Nan,/pokedex/cofagrigus,Coffin Pokémon,1.7,76.5,Mummy,90,169,Medium Fast,50% male, 50% female,58,50,145,95,105,30,483
#0564,Tirtouga,Water,Rock,/pokedex/tirtouga,Prototurtle Pokémon,0.7,16.5,Solid Rock,45,71,Medium Fast,87.5% male, 12.5% female,54,78,103,53,45,22,355
#0565,Carracosta,Water,Rock,/pokedex/carracosta,Prototurtle Pokémon,1.2,81,Solid Rock,45,173,Medium Fast,87.5% male, 12.5% female,74,108,133,83,65,32,495
#0566,Archen,Rock,Flying,/pokedex/archen,First Bird Pokémon,0.5,9.5,Defeatist,45,71,Medium Fast,87.5% male, 12.5% female,55,112,45,74,45,70,401
#0567,Archeops,Rock,Flying,/pokedex/archeops,First Bird Pokémon,1.4,32,Defeatist,45,177,Medium Fast,87.5% male, 12.5% female,75,140,65,112,65,110,567
#0568,Trubbish,Poison,Nan,/pokedex/trubbish,Trash Bag Pokémon,0.6,31,Stench,190,66,Medium Fast,50% male, 50% female,50,50,62,40,62,65,329
#0569,Garbodor,Poison,Nan,/pokedex/garbodor,Trash Heap Pokémon,1.9,107.3,Stench,60,166,Medium Fast,50% male, 50% female,80,95,82,60,82,75,474
#0570,Zorua,Dark,Nan,/pokedex/zorua,Tricky Fox Pokémon,0.7,12.5,Illusion,75,66,Medium Slow,87.5% male, 12.5% female,40,65,40,80,40,65,330
#0571,Zoroark,Dark,Nan,/pokedex/zoroark,Illusion Fox Pokémon,1.6,81.1,Illusion,45,179,Medium Slow,87.5% male, 12.5% female,60,105,60,120,60,105,510
#0572,Minccino,Normal,Nan,/pokedex/minccino,Chinchilla Pokémon,0.4,5.8,Cute Charm,255,60,Fast,25% male, 75% female,55,50,40,40,40,75,300
#0573,Cinccino,Normal,Nan,/pokedex/cinccino,Scarf Pokémon,0.5,7.5,Cute Charm,60,165,Fast,25% male, 75% female,75,95,60,65,60,115,470
#0574,Gothita,Psychic,Nan,/pokedex/gothita,Fixation Pokémon,0.4,5.8,Frisk,200,58,Medium Slow,25% male, 75% female,45,30,50,55,65,45,290
#0575,Gothorita,Psychic,Nan,/pokedex/gothorita,Manipulate Pokémon,0.7,18,Frisk,100,137,Medium Slow,25% male, 75% female,60,45,70,75,85,55,390
#0576,Gothitelle,Psychic,Nan,/pokedex/gothitelle,Astral Body Pokémon,1.5,44,Frisk,50,245,Medium Slow,25% male, 75% female,70,55,95,95,110,65,490
#0577,Solosis,Psychic,Nan,/pokedex/solosis,Cell Pokémon,0.3,1,Overcoat,200,58,Medium Slow,50% male, 50% female,45,30,40,105,50,20,290
#0578,Duosion,Psychic,Nan,/pokedex/duosion,Mitosis Pokémon,0.6,8,Overcoat,100,130,Medium Slow,50% male, 50% female,65,40,50,125,60,30,370
#0579,Reuniclus,Psychic,Nan,/pokedex/reuniclus,Multiplying Pokémon,1,20.1,Overcoat,50,221,Medium Slow,50% male, 50% female,110,65,75,125,85,30,490
#0580,Ducklett,Water,Flying,/pokedex/ducklett,Water Bird Pokémon,0.5,5.5,Keen Eye,190,61,Medium Fast,50% male, 50% female,62,44,50,44,50,55,305
#0581,Swanna,Water,Flying,/pokedex/swanna,White Bird Pokémon,1.3,24.2,Keen Eye,45,166,Medium Fast,50% male, 50% female,75,87,63,87,63,98,473
#0582,Vanillite,Ice,Nan,/pokedex/vanillite,Fresh Snow Pokémon,0.4,5.7,Ice Body,255,61,Slow,50% male, 50% female,36,50,50,65,60,44,305
#0583,Vanillish,Ice,Nan,/pokedex/vanillish,Icy Snow Pokémon,1.1,41,Ice Body,120,138,Slow,50% male, 50% female,51,65,65,80,75,59,395
#0584,Vanilluxe,Ice,Nan,/pokedex/vanilluxe,Snowstorm Pokémon,1.3,57.5,Ice Body,45,241,Slow,50% male, 50% female,71,95,85,110,95,79,535
#0585,Deerling,Normal,Grass,/pokedex/deerling,Season Pokémon,0.6,19.5,Chlorophyll,190,67,Medium Fast,50% male, 50% female,60,60,50,40,50,75,335
#0586,Sawsbuck,Normal,Grass,/pokedex/sawsbuck,Season Pokémon,1.9,92.5,Chlorophyll,75,166,Medium Fast,50% male, 50% female,80,100,70,60,70,95,475
#0587,Emolga,Electric,Flying,/pokedex/emolga,Sky Squirrel Pokémon,0.4,5,Static,200,150,Medium Fast,50% male, 50% female,55,75,60,75,60,103,428
#0588,Karrablast,Bug,Nan,/pokedex/karrablast,Clamping Pokémon,0.5,5.9,Swarm,200,63,Medium Fast,50% male, 50% female,50,75,45,40,45,60,315
#0589,Escavalier,Bug,Steel,/pokedex/escavalier,Cavalry Pokémon,1,33,Swarm,75,173,Medium Fast,50% male, 50% female,70,135,105,60,105,20,495
#0590,Foongus,Grass,Poison,/pokedex/foongus,Mushroom Pokémon,0.2,1,Effect Spore,190,59,Medium Fast,50% male, 50% female,69,55,45,55,55,15,294
#0591,Amoonguss,Grass,Poison,/pokedex/amoonguss,Mushroom Pokémon,0.6,10.5,Effect Spore,75,162,Medium Fast,50% male, 50% female,114,85,70,85,80,30,464
#0592,Frillish,Water,Ghost,/pokedex/frillish,Floating Pokémon,1.2,33,Water Absorb,190,67,Medium Fast,50% male, 50% female,55,40,50,65,85,40,335
#0593,Jellicent,Water,Ghost,/pokedex/jellicent,Floating Pokémon,2.2,135,Water Absorb,60,168,Medium Fast,50% male, 50% female,100,60,70,85,105,60,480
#0594,Alomomola,Water,Nan,/pokedex/alomomola,Caring Pokémon,1.2,31.6,Healer,75,165,Fast,50% male, 50% female,165,75,80,40,45,65,470
#0595,Joltik,Bug,Electric,/pokedex/joltik,Attaching Pokémon,0.1,0.6,Compound Eyes,190,64,Medium Fast,50% male, 50% female,50,47,50,57,50,65,319
#0596,Galvantula,Bug,Electric,/pokedex/galvantula,EleSpider Pokémon,0.8,14.3,Compound Eyes,75,165,Medium Fast,50% male, 50% female,70,77,60,97,60,108,472
#0597,Ferroseed,Grass,Steel,/pokedex/ferroseed,Thorn Seed Pokémon,0.6,18.8,Iron Barbs,255,61,Medium Fast,50% male, 50% female,44,50,91,24,86,10,305
#0598,Ferrothorn,Grass,Steel,/pokedex/ferrothorn,Thorn Pod Pokémon,1,110,Iron Barbs,90,171,Medium Fast,50% male, 50% female,74,94,131,54,116,20,489
#0599,Klink,Steel,Nan,/pokedex/klink,Gear Pokémon,0.3,21,Plus,130,60,Medium Slow,Genderless,40,55,70,45,60,30,300,
#0600,Klang,Steel,Nan,/pokedex/klang,Gear Pokémon,0.6,51,Plus,60,154,Medium Slow,Genderless,60,80,95,70,85,50,440,
#0601,Klinklang,Steel,Nan,/pokedex/klinklang,Gear Pokémon,0.6,81,Plus,30,234,Medium Slow,Genderless,60,100,115,70,85,90,520,
#0602,Tynamo,Electric,Nan,/pokedex/tynamo,EleFish Pokémon,0.2,0.3,Levitate,190,55,Slow,50% male, 50% female,35,55,40,45,40,60,275
#0603,Eelektrik,Electric,Nan,/pokedex/eelektrik,EleFish Pokémon,1.2,22,Levitate,60,142,Slow,50% male, 50% female,65,85,70,75,70,40,405
#0604,Eelektross,Electric,Nan,/pokedex/eelektross,EleFish Pokémon,2.1,80.5,Levitate,30,258,Slow,50% male, 50% female,85,115,80,105,80,50,515
#0605,Elgyem,Psychic,Nan,/pokedex/elgyem,Cerebral Pokémon,0.5,9,Telepathy,255,67,Medium Fast,50% male, 50% female,55,55,55,85,55,30,335
#0606,Beheeyem,Psychic,Nan,/pokedex/beheeyem,Cerebral Pokémon,1,34.5,Telepathy,90,170,Medium Fast,50% male, 50% female,75,75,75,125,95,40,485
#0607,Litwick,Ghost,Fire,/pokedex/litwick,Candle Pokémon,0.3,3.1,Flash Fire,190,55,Medium Slow,50% male, 50% female,50,30,55,65,55,20,275
#0608,Lampent,Ghost,Fire,/pokedex/lampent,Lamp Pokémon,0.6,13,Flash Fire,90,130,Medium Slow,50% male, 50% female,60,40,60,95,60,55,370
#0609,Chandelure,Ghost,Fire,/pokedex/chandelure,Luring Pokémon,1,34.3,Flash Fire,45,234,Medium Slow,50% male, 50% female,60,55,90,145,90,80,520
#0610,Axew,Dragon,Nan,/pokedex/axew,Tusk Pokémon,0.6,18,Rivalry,75,64,Slow,50% male, 50% female,46,87,60,30,40,57,320
#0611,Fraxure,Dragon,Nan,/pokedex/fraxure,Axe Jaw Pokémon,1,36,Rivalry,60,144,Slow,50% male, 50% female,66,117,70,40,50,67,410
#0612,Haxorus,Dragon,Nan,/pokedex/haxorus,Axe Jaw Pokémon,1.8,105.5,Rivalry,45,270,Slow,50% male, 50% female,76,147,90,60,70,97,540
#0613,Cubchoo,Ice,Nan,/pokedex/cubchoo,Chill Pokémon,0.5,8.5,Snow Cloak,120,61,Medium Fast,50% male, 50% female,55,70,40,60,40,40,305
#0614,Beartic,Ice,Nan,/pokedex/beartic,Freezing Pokémon,2.6,260,Snow Cloak,60,177,Medium Fast,50% male, 50% female,95,130,80,70,80,50,505
#0615,Cryogonal,Ice,Nan,/pokedex/cryogonal,Crystallizing Pokémon,1.1,148,Levitate,25,180,Medium Fast,Genderless,80,50,50,95,135,105,515,
#0616,Shelmet,Bug,Nan,/pokedex/shelmet,Snail Pokémon,0.4,7.7,Hydration,200,61,Medium Fast,50% male, 50% female,50,40,85,40,65,25,305
#0617,Accelgor,Bug,Nan,/pokedex/accelgor,Shell Out Pokémon,0.8,25.3,Hydration,75,173,Medium Fast,50% male, 50% female,80,70,40,100,60,145,495
#0618,Stunfisk,Ground,Electric,/pokedex/stunfisk,Trap Pokémon,0.7,11,Static,75,165,Medium Fast,50% male, 50% female,109,66,84,81,99,32,471
#0619,Mienfoo,Fighting,Nan,/pokedex/mienfoo,Martial Arts Pokémon,0.9,20,Inner Focus,180,70,Medium Slow,50% male, 50% female,45,85,50,55,50,65,350
#0620,Mienshao,Fighting,Nan,/pokedex/mienshao,Martial Arts Pokémon,1.4,35.5,Inner Focus,45,179,Medium Slow,50% male, 50% female,65,125,60,95,60,105,510
#0621,Druddigon,Dragon,Nan,/pokedex/druddigon,Cave Pokémon,1.6,139,Rough Skin,45,170,Medium Fast,50% male, 50% female,77,120,90,60,90,48,485
#0622,Golett,Ground,Ghost,/pokedex/golett,Automaton Pokémon,1,92,Iron Fist,190,61,Medium Fast,Genderless,59,74,50,35,50,35,303,
#0623,Golurk,Ground,Ghost,/pokedex/golurk,Automaton Pokémon,2.8,330,Iron Fist,90,169,Medium Fast,Genderless,89,124,80,55,80,55,483,
#0624,Pawniard,Dark,Steel,/pokedex/pawniard,Sharp Blade Pokémon,0.5,10.2,Defiant,120,68,Medium Fast,50% male, 50% female,45,85,70,40,40,60,340
#0625,Bisharp,Dark,Steel,/pokedex/bisharp,Sword Blade Pokémon,1.6,70,Defiant,45,172,Medium Fast,50% male, 50% female,65,125,100,60,70,70,490
#0626,Bouffalant,Normal,Nan,/pokedex/bouffalant,Bash Buffalo Pokémon,1.6,94.6,Reckless,45,172,Medium Fast,50% male, 50% female,95,110,95,40,95,55,490
#0627,Rufflet,Normal,Flying,/pokedex/rufflet,Eaglet Pokémon,0.5,10.5,Keen Eye,190,70,Slow,100% male, 0% female,70,83,50,37,50,60,350
#0628,Braviary,Normal,Flying,/pokedex/braviary,Valiant Pokémon,1.5,41,Keen Eye,60,179,Slow,100% male, 0% female,100,123,75,57,75,80,510
#0629,Vullaby,Dark,Flying,/pokedex/vullaby,Diapered Pokémon,0.5,9,Big Pecks,190,74,Slow,0% male, 100% female,70,55,75,45,65,60,370
#0630,Mandibuzz,Dark,Flying,/pokedex/mandibuzz,Bone Vulture Pokémon,1.2,39.5,Big Pecks,60,179,Slow,0% male, 100% female,110,65,105,55,95,80,510
#0631,Heatmor,Fire,Nan,/pokedex/heatmor,Anteater Pokémon,1.4,58,Gluttony,90,169,Medium Fast,50% male, 50% female,85,97,66,105,66,65,484
#0632,Durant,Bug,Steel,/pokedex/durant,Iron Ant Pokémon,0.3,33,Swarm,90,169,Medium Fast,50% male, 50% female,58,109,112,48,48,109,484
#0633,Deino,Dark,Dragon,/pokedex/deino,Irate Pokémon,0.8,17.3,Hustle,45,60,Slow,50% male, 50% female,52,65,50,45,50,38,300
#0634,Zweilous,Dark,Dragon,/pokedex/zweilous,Hostile Pokémon,1.4,50,Hustle,45,147,Slow,50% male, 50% female,72,85,70,65,70,58,420
#0635,Hydreigon,Dark,Dragon,/pokedex/hydreigon,Brutal Pokémon,1.8,160,Levitate,45,300,Slow,50% male, 50% female,92,105,90,125,90,98,600
#0636,Larvesta,Bug,Fire,/pokedex/larvesta,Torch Pokémon,1.1,28.8,Flame Body,45,72,Slow,50% male, 50% female,55,85,55,50,55,60,360
#0637,Volcarona,Bug,Fire,/pokedex/volcarona,Sun Pokémon,1.6,46,Flame Body,15,275,Slow,50% male, 50% female,85,60,65,135,105,100,550
#0638,Cobalion,Steel,Fighting,/pokedex/cobalion,Iron Will Pokémon,2.1,250,Justified,3,261,Slow,Genderless,91,90,129,90,72,108,580,
#0639,Terrakion,Rock,Fighting,/pokedex/terrakion,Cavern Pokémon,1.9,260,Justified,3,261,Slow,Genderless,91,129,90,72,90,108,580,
#0640,Virizion,Grass,Fighting,/pokedex/virizion,Grassland Pokémon,2,200,Justified,3,261,Slow,Genderless,91,90,72,90,129,108,580,
#0641,Tornadus,Flying,Nan,/pokedex/tornadus,Cyclone Pokémon,1.5,63,Prankster,3,290,Slow,100% male, 0% female,79,115,70,125,80,111,580
#0642,Thundurus,Electric,Flying,/pokedex/thundurus,Bolt Strike Pokémon,1.5,61,Prankster,3,290,Slow,100% male, 0% female,79,115,70,125,80,111,580
#0643,Reshiram,Dragon,Fire,/pokedex/reshiram,Vast White Pokémon,3.2,330,Turboblaze,3,306,Slow,Genderless,100,120,100,150,120,90,680,
#0644,Zekrom,Dragon,Electric,/pokedex/zekrom,Deep Black Pokémon,2.9,345,Teravolt,3,306,Slow,Genderless,100,150,120,120,100,90,680,
#0645,Landorus,Ground,Flying,/pokedex/landorus,Abundance Pokémon,1.5,68,Sand Force,3,300,Slow,100% male, 0% female,89,125,90,115,80,101,600
#0646,Kyurem,Dragon,Ice,/pokedex/kyurem,Boundary Pokémon,3,325,Pressure,3,297,Slow,Genderless,125,130,90,130,90,95,660,
#0647,Keldeo,Water,Fighting,/pokedex/keldeo,Colt Pokémon,1.4,48.5,Justified,3,261,Slow,Genderless,91,72,90,129,90,108,580,
#0648,Meloetta,Normal,Psychic,/pokedex/meloetta,Melody Pokémon,0.6,6.5,Serene Grace,3,300,Slow,Genderless,100,77,77,128,128,90,600,
